,ente,população,estado_do_processo,data_adesao
,Passagem,3.109 , 1 ,12/9/2013
,Patu,12.844 , 1 ,3/7/2014
,Pau dos Ferros,30.452 , 1 ,14/6/2013
,Pedra Grande,3.356 , - , - 
,Pedra Preta,2.532 , - , - 
,Pedro Avelino,6.938 , 1 ,12/9/2013
,Pedro Velho,14.954 , 1 ,12/4/2013
,Pendências,15.083 , 1 ,14/6/2013
,Pilões,3.836 , - , - 
,Poço Branco,15.418 , 1 ,18/7/2017
,Portalegre,7.909 , 1 ,9/10/2013
,Porto do Mangue,6.789 , 1 ,21/3/2018
,Pureza,9.568 , - , - 
,Rafael Fernandes,5.115 , - , - 
,Rafael Godeiro,3.234 , - , - 
,Riacho da Cruz,3.566 , 1 ,14/6/2013
,Riacho de Santana,4.277 , 1 ,3/7/2014
,Riachuelo,8.075 , - , - 
,Rio do Fogo,10.901 , - , - 
,Rodolfo Fernandes,4.545 , 1 ,14/6/2013
,Ruy Barbosa,3.669 , - , - 
,Santa Cruz,39.667 , 1 ,13/12/2013
,Santa Maria,5.500 , - , - 
,Santana do Matos,13.289 , 1 ,3/12/2013
,Santana do Seridó,2.701 , 1 ,21/3/2013
,Santo Antônio,24.220 , 1 ,19/4/2013
,São Bento do Norte,2.846 , 1 ,3/1/2018
,São Bento do Trairí,4.425 , - , - 
,São Fernando,3.617 , 1 ,7/8/2013
,São Francisco do Oeste,4.238 , 1 ,16/6/2017
,São Gonçalo do Amarante,101.492 , 1 ,3/5/2013
,São João do Sabugi,6.260 , 1 ,3/5/2013
,São José de Mipibu,43.995 , 1 ,19/4/2013
,São José do Campestre,13.007 , 1 ,3/6/2013
,São José do Seridó,4.643 , - , - 
,São Miguel,23.610 , 1 ,12/2/2014
,São Miguel do Gostoso,9.606 , 1 ,4/11/2014
,São Paulo do Potengi,17.572 , - , - 
,São Pedro,6.139 , 1 ,3/12/2013
,São Rafael,8.343 , - , - 
,São Tomé,11.223 , 1 ,1/3/2013
,São Vicente,6.469 , 1 ,16/10/2014
,Senador Elói de Souza,6.188 , - , - 
,Senador Georgino Avelino,4.423 , 1 ,7/8/2013
,Serra Caiada- antiga Presidente Jucelino,10.099 ,,
,Serra de São Bento,5.870 , - , - 
,Serra do Mel,11.838 , - , - 
,Serra Negra do Norte,8.175 , 1 ,3/12/2013
,Serrinha,6.422 , 1 ,3/5/2013
,Serrinha dos Pintos,4.841 , - , - 
,Severiano Melo,3.150 , 1 ,29/7/2013
,Sítio Novo,5.528 , 1 ,18/6/2013
,Taboleiro Grande,2.566 , - , - 
,Taipu,12.428 , - , - 
,Tangará,15.866 , 1 ,3/12/2013
,Tenente Ananias ,10.814 , - , - 
,Tenente Laurentino Cruz,5.912 , 1 ,21/7/2014
,Tibau,4.100 , 1 ,2/10/2017
,Tibau do Sul,13.895 , 1 ,15/1/2014
,Timbaúba dos Batistas,2.437 , - , - 
,Touros,34.043 , - , - 
,Triunfo Potiguar,3.327 , 1 ,16/9/2014
,Umarizal,10.781 ,, - 
,Upanema,14.609 , - , - 
,Várzea,5.554 , 1 ,15/1/2014
,Venha-Ver,4.187 , 1 ,3/5/2013
,Vera Cruz,12.371 , 1 ,21/7/2014
,Viçosa,1.731 , 1 ,5/2/2014
,Vila Flor,3.173 , - , - 
,RIO GRANDE DO SUL,11.322.895, Sim ,5/3/2013
,Porto Alegre,1.484.941 , 1 ,12/9/2013
,Aceguá,4.759 , - ,
,Água Santa,3.841 , - ,
,Agudo,17.085 , 1 ,3/12/2013
,Ajuricaba,7.358 , 1 ,28/12/2012
,Alecrim,6.736 , - ,
,Alegrete,78.003 , 1 ,16/10/2014
,Alegria,4.037 , 1 ,30/7/2014
,Almirante Tamandaré do Sul,2.079 , 1 ,9/10/2013
,Alpestre,7.433 , 1 ,7/5/2014
,Alto Alegre,1.803 , - ,
,Alto Feliz,3.040 , - ,
,Alvorada,208.177 , 1 ,14/8/2013
,Amaral Ferrador,6.854 , - ,
,Ametista do Sul,7.576 , - ,
,André da Rocha,1.306 , 1 ,4/11/2014
,Anta Gorda,6.210 , 1 ,8/9/2017
,Antônio Prado,13.306 , 1 ,25/11/2013
,Arambaré,3.748 , - ,
,Araricá,5.395 , 1 ,12/4/2013
,Aratiba,6.601 , - ,
,Arroio do Meio,20.272 , 1 ,25/1/2013
,Arroio do Padre,9.050 , - ,
,Arroio do Sal,2.906 , 1 ,25/11/2013
,Arroio do Tigre,14.255 , 1 ,24/7/2013
,Arroio dos Ratos,13.388 , 1 ,14/8/2013
,Arroio Grande,18.922 , 1 ,2/10/2015
,Arvorezinha,10.614 , - ,
,Augusto Pestana,7.091 , - ,
,Áurea,3.718 , - ,
,Bagé,122.209 , 1 ,28/3/2017
,Balneário Pinhal,12.671 , 1 ,18/1/2013
,Barão,6.109 , 1 ,12/11/2015
,Barão de Cotegipe,6.763 , 1 ,30/7/2014
,Barão do Triunfo,7.440 , - ,
,Barra do Guarita,3.253 , - ,
,Barra do Quaraí,4.223 , - ,
,Barra do Ribeiro,13.365 , - ,
,Barra do Rio Azul,1.915 , - ,
,Barra Funda,2.516 , - ,
,Barracão,5.474 , 1 ,14/8/2013
,Barros Cassal,11.486 , - ,
,Benjamin Constant do Sul,2.227 , - ,
,Bento Gonçalves,115.069 , 1 ,25/1/2013
,Boa Vista das Missões,2.167 , 1 ,3/5/2013
,Boa Vista do Buricá,6.829 , 1 ,13/12/2013
,Boa Vista do Cadeado,2.526 , - ,
,Boa Vista do Incra,2.579 , 1 ,17/9/2013
,Boa Vista do Sul,2.859 , 1 ,19/10/2015
,Bom Jesus,11.773 , 1 ,21/6/2016
,Bom Princípio,13.189 , - ,
,Bom Progresso,2.216 , - ,
,Bom Retiro do Sul,12.204 , 1 ,25/1/2013
,Boqueirão do Leão,7.914 , - ,
,Bossoroca,6.801 , - ,
,Bozano,2.228 , - ,
,Braga,3.647 , 1 ,20/11/2014
,Brochier,4.996 , 1 ,4/11/2014
,Butiá,21.247 , 1 ,4/3/2013
,Caçapava do Sul,34.634 , 1 ,3/6/2013
,Cacequi,13.552 , - ,
,Cachoeira do Sul,85.495 , 1 ,24/7/2013
,Cachoeirinha,127.318 , 1 ,20/8/2013
,Cacique Doble,5.100 , 1 ,12/8/2014
,Caibaté,5.042 , - ,
,Caiçara,5.064 , - ,
,Camaquã,66.215 , 1 ,5/9/2013
,Camargo,2.733 , - ,
,Cambará do Sul,6.680 , 1 ,29/8/2017
,Campestre da Serra,3.407 , - ,
,Campina das Missões,5.994 , - ,
,Campinas do Sul,5.641 , - ,
,Campo Bom,64.914 , 1 ,7/7/2015
,Campo Novo,5.161 , - ,
,Campos Borges,3.514 , 1 ,28/9/2015
,Candelária,31.603 , - ,
,Cândido Godói,6.567 , - ,
,Candiota,9.406 , 1 ,24/5/2017
,Canela,43.062 , - ,
,Canguçu,56.103 , - ,
,Canoas,343.853 , 1 ,25/1/2013
,Canudos do Vale,1.817 , - ,
,Capão Bonito do Sul,1.758 , - ,
,Capão da Canoa,48.401 , 1 ,12/4/2013
,Capão do Cipó,3.449 , - ,
,Capão do Leão,25.495 , - ,
,Capela de Santana,11.455 , - ,
,Capitão,2.769 , - ,
,Capivari do Sul,4.362 , 1 ,3/5/2013
,Caraá,7.971 , - ,
,Carazinho,62.339 , 1 ,5/2/2014
,Carlos Barbosa,28.091 , 1 ,27/7/2015
,Carlos Gomes,1.547 , - ,
,Casca,9.079 , 1 ,13/12/2013
,Caseiros,3.185 , 1 ,25/1/2013
,Catuípe,9.335 , - ,
,Caxias do Sul,483.377 , 1 ,20/8/2013
,Centenário,3.016 , - ,
,Cerrito,6.443 , 1 ,13/10/2017
,Cerro Branco,4.694 , 1 ,3/6/2013
,Cerro Grande,2.437 , - ,
,Cerro Grande do Sul,11.486 , - ,
,Cerro Largo,14.069 , - ,
,Chapada,9.597 , 1 ,16/10/2014
,Charqueadas,38.899 , 1 ,21/3/2013
,Charrua,3.482 , - ,
,Chiapetta,4.026 , 1 ,27/7/2015
,Chuí,6.456 , - ,
,Chuvisca,5.319 , - ,
,Cidreira,14.710 , - ,
,Ciríaco,4.983 , 1 ,21/3/2013
,Colinas,2.499 , - ,
,Colorado,3.478 , - ,
,Condor,6.836 , 1 ,17/9/2013
,Constantina,10.109 , 1 ,3/12/2013
,Coqueiro Baixo,1.559 , - ,
,Coqueiros do Sul,2.458 , 1 ,12/2/2014
,Coronel Barros,2.559 , - ,
,Coronel Bicaco,7.776 , 1 ,3/7/2014
,Coronel Pilar,1.728 , - ,
,Cotiporã,4.000 , - ,
,Coxilha,2.876 , - ,
,Crissiumal,14.195 , - ,
,Cristal,7.831 , - ,
,Cristal do Sul,2.918 , - ,
,Cruz Alta,63.463 , 1 ,1/6/2017
,Cruzaltense,2.059 , - ,
,Cruzeiro do Sul,12.258 , 1 ,15/1/2014
,David Canabarro,4.844 , - ,
,Derrubadas,3.102 , 1 ,21/2/2018
,Dezesseis de Novembro,2.744 , - ,
,Dilermando de  Aguiar,3.130 , - ,
,Dois Irmãos,30.753 , 1 ,25/1/2013
,Dois Irmãos das Missões,2.158 , - ,
,Dois Lajeados,3.430 , - ,
,Dom Feliciano,15.279 , 1 ,20/8/2013
,Dom Pedrito,39.822 , 1 ,25/1/2013
,Dom Pedro de Alcântara,2.617 , 1 ,29/5/2015
,Dona Francisca,3.331 , 1 ,13/10/2017
,Doutor Maurício Cardoso,5.110 , - ,
,Doutor Ricardo,2.071 , 1 ,25/1/2013
,Eldorado do Sul,38.581 , 1 ,25/1/2013
,Encantado,22.128 , 1 ,17/9/2013
,Encruzilhada do Sul,25.872 , - ,
,Engenho Velho,1.340 , - ,
,Entre Rios do Sul,3.035 , - ,
,Entre-Ijuis,8.981 , - ,
,Erebango,3.066 , - ,
,Erechim,103.437 , 1 ,21/3/2013
,Ernestina,3.215 , - ,
,Erval Grande,5.170 , - ,
,Erval Seco,7.660 , - ,
,Esmeralda,3.313 , - ,
,Esperança do Sul,3.204 , - ,
,Espumoso,15.843 , 1 ,3/12/2013
,Estação,6.161 , - ,
,Estância Velha,47.287 , 1 ,3/12/2013
,Esteio,84.237 , 1 ,18/4/2013
,Estrela ,33.140 , 1 ,24/5/2017
,Estrela Velha,3.745 , 1 ,16/10/2014
,Eugênio de Castro,2.699 , - ,
,Fagundes Varela,2.724 , - ,
,Farroupilha,69.542 , 1 ,21/8/2014
,Faxinal do  Soturno,6.867 , 1 ,21/6/2016
,Faxinalzinho,2.523 , - ,
,Fazenda Vilanova,4.194 , - ,
,Feliz,13.273 , - ,
,Flores da Cunha,29.603 , - ,
,Floriano Peixoto,1.958 , - ,
,Fontoura Xavier,10.836 , - ,
,Formigueiro,7.053 , - ,
,Forquetinha,2.519 , - ,
,Fortaleza dos Valos,4.588 , 1 ,21/3/2013
,Frederico Westphalen,30.832 , 1 ,13/12/2013
,Garibaldi,33.624 , 1 ,19/9/2013
,Garruchos,3.182 , - ,
,Gaurama,5.878 , - ,
,General Câmara,8.663 , 1 ,25/1/2013
,Gentil,1.705 , - ,
,Getúlio Vargas,16.648 , 1 ,12/11/2015
,Giruá,17.069 , 1 ,19/9/2013
,Glorinha,7.654 , - ,
,Gramado,35.047 , 1 ,6/9/2013
,Gramado dos Loureiros,2.247 , - ,
,Gramado Xavier,4.251 , - ,
,Gravataí,275.146 , 1 ,3/12/2013
,Guabiju,1.600 , 1 ,12/4/2013
,Guaíba,99.334 , 1 ,25/1/2013
,Guaporé,24.836 , 1 ,20/4/2017
,Guarani das Missões,8.080 , 1 ,17/9/2015
,Harmonia,4.664 , - ,
,Herval,6.980 , 1 ,21/3/2013
,Herveiras,3.070 , - ,
,Horizontina,19.338 , - ,
,Hulha Negra,6.561 , 1 ,20/9/2018
,Humaitá,4.988 , 1 ,12/4/2013
,Ibarama,4.519 , 1 ,3/7/2014
,Ibiaçá,4.846 , - ,
,Ibiraiaras,7.458 , - ,
,Ibirapuitã,4.155 , - ,
,Ibirubá,20.355 , 1 ,28/7/2017
,Igrejinha,34.903 , 1 ,6/9/2013
,Ijuí,83.330 , - ,
,Ilópolis,4.202 , - ,
,Imbé,20.578 , 1 ,25/1/2013
,Imigrante,3.157 , - ,
,Independência,6.598 , - ,
,Inhacorá,2.312 , - ,
,Ipê,6.482 , 1 ,22/3/2017
,Ipiranga do Sul,1.975 , - ,
,Iraí,7.921 , 1 ,15/1/2014
,Itaara,5.384 , - ,
,Itacurubi,3.552 , - ,
,Itapuca,2.295 , - ,
,Itaqui,39.012 , 1 ,31/5/2016
,Itati,2.583 , - ,
,Itatiba do Sul,3.896 , 1 ,13/11/2018
,Ivorá,2.104 , - ,
,Ivoti,22.514 , 1 ,21/8/2014
,Jaboticaba,4.082 , - ,
,Jacuizinho,2.666 , 1 ,19/9/2013
,Jacutinga,3.704 , 1 ,18/5/2017
,Jaguarão,28.156 , 1 ,16/9/2014
,Jaguari,11.514 , 1 ,6/9/2013
,Jaquirana,4.083 , - ,
,Jari,3.645 , - ,
,Jóia,8.679 , 1 ,27/10/2015
,Júlio de Castilhos,20.012 , 1 ,20/11/2014
,Lagoa Bonita do Sul,2.852 , - ,
,Lagoa dos Três Cantos,1.650 , 1 ,16/8/2013
,Lagoa Vermelha,28.454 , 1 ,6/10/2017
,Lagoão,6.516 , 1 ,12/9/2013
,Lajeado,79.819 , 1 ,18/4/2013
,Lajeado do Bugre,2.596 , - ,
,Lavras do Sul,7.807 , - ,
,Liberato Salzano,5.686 , - ,
,Lindolfo Collor,5.765 , - ,
,Linha Nova,1.712 , - ,
,Maçambara,4.804 , - ,
,Machadinho,5.640 , 1 ,14/11/2013
,Mampituba,3.079 , 1 ,25/1/2013
,Manoel Viana,7.383 , - ,
,Maquiné,7.016 , - ,
,Maratá,2.677 , - ,
,Marau,41.059 , 1 ,8/9/2017
,Marcelino Ramos,4.941 , - ,
,Mariana Pimentel,3.932 , - ,
,Mariano Moro,2.190 , - ,
,Marques de Souza,4.159 , 1 ,18/1/2013
,Mata,5.124 , 1 ,30/4/2018
,Mato Castelhano,2.574 , - ,
,Mato Leitão,4.276 , - ,
,Mato Queimado ,1.780 , 1 ,19/8/2013
,Maximiliano de Almeida,4.804 , - ,
,Minas do Leão,8.059 , - ,
,Miraguaí,4.975 , - ,
,Montauri,1.545 , - ,
,Monte Alegre dos Campos,3.249 , - ,
,Monte Belo do Sul,2.689 , - ,
,Montenegro,63.868 , 1 ,25/11/2013
,Mormaço,2.986 , - ,
,Morrinhos do Sul,3.166 , - ,
,Morro Redondo,6.566 , - ,
,Morro Reuter,6.183 , - ,
,Mostardas,12.794 , 1 ,28/3/2017
,Muçum,5.006 , 1 ,2/1/2013
,Muitos Capões,3.156 , - ,
,Muliterno,1.903 ,,
,Não-Me-Toque,17.185 , 1 ,4/3/2013
,Nicolau Vergueiro,1.752 ,,
,Nonoai,12.247 , - ,
,Nova Alvorada,3.481 , - ,
,Nova Araçá,4.471 , - ,
,Nova Bassano,9.599 , 1 ,7/5/2014
,Nova Boa Vista,1.932 , - ,
,Nova  Bréscia,3.344 , - ,
,Nova Candelária,2.807 , - ,
,Nova Esperança do Sul,5.125 , 1 ,6/9/2013
,Nova Hartz,20.405 , - ,
,Nova Pádua,2.568 , - ,
,Nova Palma,6.605 , 1 ,4/12/2015
,Nova Petrópolis,20.675 , 1 ,25/1/2013
,Nova Prata,25.559 , 1 ,3/12/2013
,Nova Ramada,2.417 , 1 ,21/3/2013
,Nova Roma do Sul,3.603 , 1 ,21/1/2013
,Nova Santa Rita,26.450 , 1 ,30/7/2014
,Novo Barreiro,4.181 , - ,
,Novo Cabrais,4.125 , - ,
,Novo Hamburgo,249.508 , 1 ,21/3/2013
,Novo Machado,3.757 , - ,
,Novo Tiradentes,2.312 , - ,
,Novo Xingu,1.790 , - ,
,Osório,44.468 , 1 ,14/11/2013
,Paim Filho,4.172 , 1 ,28/12/2012
,Palmares do Sul,11.449 , 1 ,3/5/2013
,Palmeira das Missões,34.844 , - ,
,Palmitinho,7.184 , - ,
,Panambi,41.781 , 1 ,14/8/2013
,Pantano Grande,9.845 , 1 ,2/5/2016
,Paraí,7.404 , 1 ,9/10/2013
,Paraíso do Sul,7.677 , 1 ,16/6/2017
,Pareci Novo,3.760 , 1 ,16/10/2014
,Parobé,56.277 , 1 ,16/10/2014
,Passa Sete,5.554 , 1 ,18/1/2013
,Passo do Sobrado,6.430 , - ,
,Passo Fundo,198.799 , 1 ,18/1/2013
,Paulo Bento,2.308 , 1 ,21/2/2018
,Paverama,8.485 , 1 ,12/4/2013
,Pedras Altas,2.168 , 1 ,23/2/2015
,Pedro Osório,7.999 , - ,
,Pejuçara,4.043 , 1 ,19/8/2013
,Pelotas,344.385 , 1 ,30/7/2014
,Picada Café,5.595 , 1 ,18/1/2013
,Pinhal,2.616 , 1 ,14/8/2013
,Pinhal da Serra,2.104 , - ,
,Pinhal Grande,4.544 , 1 ,30/10/2013
,Pinheirinho do Vale,4.803 , 1 ,7/11/2017
,Pinheiro Machado,12.913 , - ,
,Pinto Bandeira,2.868 , 1 ,3/12/2013
,Pirapó,2.625 , - ,
,Piratini,20.799 , - ,
,Planalto,10.623 , 1 ,3/12/2013
,Poço das Antas,2.112 , 1 ,12/8/2014
,Pontão,3.990 , - ,
,Ponte Preta,1.706 , 1 ,24/8/2017
,Portão,34.692 , 1 ,14/8/2013
,Porto Lucena,5.227 , 1 ,21/3/2013
,Porto Mauá,2.536 , - ,
,Porto Vera Cruz,1.676 , - ,
,Porto Xavier,10.718 , 1 ,3/4/2014
,Pouso Novo,1.819 , 1 ,16/10/2014
,Presidente Lucena,2.752 , 1 ,24/4/2015
,Progresso,6.379 , 1 ,14/8/2013
,Protásio Alves,2.034 , 1 ,12/9/2013
,Putinga,4.159 , - ,
,Quaraí,23.532 , - ,
,Quatro Irmãos,1.856 , - ,
,Quevedos,2.824 , - ,
,Quinze de Novembro,3.826 , 1 ,15/1/2014
,Redentora,11.187 , 1 ,21/7/2014
,Relvado,2.187 , 1 ,25/1/2013
,Restinga Seca,16.315 , 1 ,30/10/2013
,Rio dos Índios,3.317 , - ,
,Rio Grande,209.378 , 1 ,25/1/2013
,Rio Pardo,39.000 , 1 ,24/8/2017
,Riozinho,4.607 , 1 ,16/10/2014
,Roca Sales,11.101 , 1 ,27/4/2017
,Rodeio Bonito,5.967 , 1 ,4/3/2013
,Rolador,2.515 , - ,
,Rolante,20.920 , 1 ,25/1/2013
,Ronda Alta,10.695 , 1 ,12/4/2013
,Rondinha,5.497 , - ,
,Roque Gonzales,7.245 , - ,
,Rosário do Sul,40.727 , 1 ,3/5/2013
,Sagrada Família,2.676 , - ,
,Saldanha Marinho,2.849 ,,
,Salto do Jacuí,12.490 , - ,
,Salvador das Missões,2.776 , - ,
,Salvador do Sul,7.434 , - ,
,Sananduva,16.237 , 1 ,29/7/2013
,Santa Bárbara do Sul,8.694 , 1 ,25/1/2013
,Santa Cecília do Sul,1.695 , 1 ,28/9/2015
,Santa Clara do Sul,6.285 , 1 ,16/9/2014
,Santa Cruz do Sul,127.429 , 1 ,30/7/2014
,Santa Margarida do Sul,2.519 , - ,
,Santa Maria,278.445 , 1 ,16/6/2017
,Santa Maria do Herval,6.358 , - ,
,Santa Rosa,72.753 , 1 ,3/12/2013
,Santa Tereza,1.780 , - ,
,Santa Vitória do Palmar,31.274 , 1 ,2/5/2017
,Santana da Boa Vista,8.414 , - ,
,Santana do Livramento,82.312 , 1 ,18/1/2013
,Santiago,50.658 , 1 ,18/6/2013
,Santo Ângelo,79.101 , 1 ,14/8/2013
,Santo Antônio da Patrulha,2.196 , 1 ,25/1/2013
,Santo Antônio das Missões,42.333 , - ,
,Santo Antônio do Palma,11.051 , 1 ,18/1/2013
,Santo Antônio do Planalto,2.059 , - ,
,Santo Augusto,14.334 , 1 ,7/8/2013
,Santo Cristo,14.738 , - ,
,Santo Expedito do Sul,2.468 , 1 ,12/2/2014
,São Borja,62.808 , 1 ,16/8/2013
,São Domingos do Sul,3.080 , - ,
,São Francisco de Assis,19.382 , - ,
,São Francisco de Paula,21.679 , 1 ,4/3/2013
,São Gabriel,62.957 , 1 ,3/7/2014
,São Jerônimo,23.763 , 1 ,23/2/2015
,São João da Urtiga,4.831 , - ,
,São João do Polêsine,2.646 , 1 ,3/5/2013
,São Jorge,2.842 , 1 ,4/3/2013
,São José das Missões,2.714 , - ,
,São José do Herval,2.158 , - ,
,São José do Hortêncio,4.543 , - ,
,São Jose do Inhacorá,2.205 , - ,
,São José do Norte,27.206 , 1 ,21/12/2016
,São José do Ouro,7.117 , - ,
,São José do Sul,2.298 , 1 ,30/7/2014
,São José dos Ausentes,3.496 , 1 ,8/2/2017
,São Leopoldo,230.914 , 1 ,15/1/2014
,São Lourenço do Sul,44.580 , - ,
,São Luiz Gonzaga,35.057 , 1 ,21/6/2016
,São Marcos,21.364 , 1 ,18/1/2013
,São Martinho ,5.779 , 1 ,30/7/2014
,São Martinho da Serra,3.309 , - ,
,São Miguel das Missões,7.754 , - ,
,São Nicolau,5.677 , - ,
,São Paulo das Missões,6.280 , 1 ,20/11/2014
,São Pedro da Serra,3.639 , 1 ,3/7/2014
,São Pedro das Missões,1.998 , - ,
,São Pedro do Butiá,2.991 , - ,
,São Pedro do Sul,16.763 , 1 ,14/11/2013
,São Sebastião do Caí,24.967 , 1 ,12/8/2014
,São Sepé,24.403 , 1 ,30/7/2014
,São Valentim,3.581 , - ,
,São Valentim do Sul,2.265 , - ,
,São Valério do Sul,2.760 , - ,
,São Vendelino,2.154 , - ,
,São Vicente do Sul,8.817 , 1 ,3/4/2014
,Sapiranga,80.311 , 1 ,20/9/2017
,Sapucaia do Sul,139.476 , 1 ,12/12/2014
,Sarandi,23.398 , 1 ,18/1/2013
,Seberi,11.144 , - ,
,Sede Nova,3.050 , - ,
,Segredo,7.428 , 1 ,16/8/2013
,Selbach,5.152 , 1 ,16/8/2013
,Senador Salgado Filho,2.880 , - ,
,Sentinela do Sul,5.528 , - ,
,Serafina Corrêa,16.184 , 1 ,13/11/2013
,Sério,2.198 , - ,
,Sertão,6.065 , - ,
,Sertão Santana,6.317 , - ,
,Sete de Setembro,2.114 , - ,
,Severiano de Almeida,3.868 , - ,
,Silveira Martins,2.481 , - ,
,Sinimbu,10.408 , - ,
,Sobradinho,15.018 , 1 ,21/3/2013
,Soledade,31.361 , - ,
,Tabaí,4.526 , - ,
,Tapejara,22.077 , 1 ,21/7/2014
,Tapera,10.814 , 1 ,21/1/2013
,Tapes,17.425 , - ,
,Taquara,57.544 , 1 ,13/8/2018
,Taquari,27.207 , 1 ,3/5/2013
,Taquaruçu do Sul,3.101 , - ,
,Tavares,5.567 , 1 ,13/8/2018
,Tenente Portela,14.008 , - ,
,Terra de Areia,10.783 , - ,
,Teutônia,30.846 , 1 ,24/8/2017
,Tio Hugo,2.946 , 1 ,19/10/2015
,Tiradentes do Sul,6.294 , - ,
,Toropi,2.970 , 1 ,20/9/2017
,Torres,37.564 , 1 ,16/9/2014
,Tramandaí,47.521 , 1 ,13/11/2013
,Travesseiro,2.391 , - ,
,Três Arroios,2.851 , - ,
,Três Cachoeiras,10.904 , - ,
,Três Coroas,26.589 , 1 ,28/12/2012
,Três de Maio,24.497 , 1 ,7/5/2018
,Três Forquilhas,2.898 , - ,
,Três Palmeiras,4.457 , - ,
,Três Passos,24.632 , 1 ,25/1/2013
,Trindade do Sul,5.961 , - ,
,Triunfo,28.289 , 1 ,16/8/2013
,Tucunduva,5.965 , 1 ,20/11/2014
,Tunas,4.604 , 1 ,7/5/2014
,Tupanci do Sul,1.573 , - ,
,Tupanciretã,23.705 , - ,
,Tupandi,4.472 , 1 ,12/11/2015
,Tuparendi,8.494 , - ,
,Turuçu,3.585 , - ,
,Ubiretama,2.232 , - ,
,União da Serra,1.374 , - ,
,Unistalda,2.467 , - ,
,Uruguaiana,129.784 , 1 ,25/11/2013
,Vacaria,65.397 , 1 ,26/7/2016
,Vale do Sol,3.461 , - ,
,Vale Real,11.727 , - ,
,Vale Verde,5.638 , 1 ,8/12/2017
,Vanini,2.101 , - ,
,Venâncio Aires,70.481 , 1 ,12/8/2014
,Vera Cruz,26.024 , 1 ,4/3/2013
,Veranópolis,25.073 , 1 ,23/6/2017
,Vespasiano Correa,1.956 , - ,
,Viadutos,5.205 , - ,
,Viamão,253.717 , 1 ,16/8/2013
,Vicente Dutra,5.152 , - ,
,Victor Graeff,3.051 , - ,
,Vila Flores,3.382 , 1 ,12/9/2013
,Vila Lângaro,2.185 , - ,
,Vila Maria,4.407 , - ,
,Vila Nova do Sul,4.370 , - ,
,Vista Alegre,2.877 , 1 ,12/9/2013
,Vista Alegre do Prata,1.611 , 1 ,4/3/2013
,Vista Gaúcha,2.882 , - ,
,Vitória das Missões,3.422 , - ,
,Westfalia,2.977 , - ,
,Xangri-lá,14.650 , 1 ,16/10/2014
,RONDÔNIA,1.286.352, Sim ,18/4/2013
,Porto Velho, 519.436 , 1 ,3/5/2013
,Alta Floresta d'Oeste, 25.437 , - ,
,Alto Alegre dos Parecis, 14.045 , - ,
,Alto Paraíso, 20.916 , - ,
,Alvorada D'Oeste, 16.747 , - ,
,Ariquemes, 107.345 , 1 ,22/1/2013
,Buritis, 39.044 , 1 ,29/5/2015
,Cabixi, 6.224 , - ,
,Cacaulândia, 6.460 , - ,
,Cacoal, 88.507 , 1 ,21/3/2013
,Campo Novo de Rondônia, 14.484 , - ,
,Candeias do Jamari, 25.266 , 1 ,24/7/2013
,Castanheiras, 3.550 , - ,
,Cerejeiras, 17.934 , - ,
,Chupinguaia, 10.593 , - ,
,Colorado do Oeste, 18.467 , - ,
,Corumbiara, 8.659 , - ,
,Costa Marques, 17.400 , - ,
,Cujubim, 22.443 , 1 ,24/4/2015
,Espigão  DOeste, 33.030 , - ,
,Governador Jorge Teixeira, 9.745 , - ,
,Guajará – Mirim, 47.451 , 1 ,23/4/2013
,Itapuã do Oeste, 10.310 , - ,
,Jaru, 55.871 , - ,
,Ji-Paraná, 132.667 , 1 ,27/7/2015
,Machadinho D'Oeste, 38.609 , - ,
,Ministro Andreazza, 10.751 , - ,
,Mirante da Serra, 12.258 , - ,
,Monte Negro, 16.186 , 1 ,7/1/2015
,"Nova Brasilândia D""Oeste", 21.747 , - ,
,Nova Mamoré, 28.891 , - ,
,Nova União, 7.769 , - ,
,Novo Horizonte do Oeste, 10.051 , - ,
,Ouro Preto do Oeste , 39.759 , - ,
,Parecis, 5.904 , - ,
,Pimenta Bueno, 38.051 , 1 ,9/10/2013
,Pimenteiras do Oeste, 2.410 , - ,
,Presidente Médici, 22.124 , 1 ,23/4/2013
,Primavera de Rondônia, 3.411 , - ,
,Rio Crespo, 3.829 , 1 ,7/7/2015
,Rolim de Moura, 57.074 , 1 ,22/1/2013
,Santa Luzia D'Oeste, 8.198 , - ,
,São Felipe D'Oeste , 5.994 , - ,
,São Francisco do Guaporé, 19.694 , - ,
,São Miguel do Guaporé, 24.181 , - ,
,Seringueiras, 12.653 , - ,
,Teixeirópolis, 4.931 , - ,
,Theobroma, 11.350 , - ,
,Urupá, 13.106 , - ,
,Vale do Anari, 11.149 , - ,
,Vale do Paraiso, 8.047 , - ,
,Vilhena, 95.630 , 1 ,23/4/2013
,RORAIMA,522.636, Sim ,18/4/2013
,Boa Vista,332.020 , 1 ,28/12/2012
,Alto Alegre,15.933 , 1 ,21/8/2014
,Amajari,11.560 , 1 ,14/8/2013
,Bonfim,11.945 , - , - 
,Cantá,16.877 , 1 ,20/8/2013
,Caracaraí,20.807 , - , - 
,Caroebe,9.493 , 1 ,20/8/2013
,Iracema,10.859 , 1 ,14/11/2013
,Mucajaí,16.852 , 1 ,22/1/2013
,Normandia,10.527 , 1 ,19/9/2013
,Pacaraima,12.375 , - , - 
